Year,Size,Gender,Education,Age,Service_Length,Monthly_Wage,Annual_Bonus,Employees,Total_Annual_Income,Wage_Ratio,Emp_Ratio
2002,Large (1000+),Female,14.0,27.0,0.0,210800,55100,360,2584700,0.9519021839207454,0.028191072826938137
2002,Large (1000+),Female,14.0,32.0,0.0,211500,105200,200,2643200,1.110075175339129,0.049019607843137254
2002,Large (1000+),Female,14.0,37.0,0.0,301500,278900,100,3896900,1.642736700109603,0.031746031746031744
2002,Large (1000+),Female,14.0,42.0,0.0,226500,243100,20,2961100,1.0993502877297197,0.010810810810810811
2002,Large (1000+),Female,14.0,52.0,0.0,185300,377700,50,2601300,1.1667638483965015,0.08771929824561403
2002,Large (1000+),Female,14.0,62.0,0.0,266400,168100,10,3364900,1.0,1.0
2002,Large (1000+),Female,16.0,22.0,0.0,207800,15800,2350,2509400,1.0426725391615075,0.07742998352553541
2002,Large (1000+),Female,16.0,27.0,0.0,234500,85700,850,2899700,0.9424095680717606,0.08771929824561403
2002,Large (1000+),Female,16.0,32.0,0.0,264500,39800,140,3213800,0.9457359778706373,0.08
2002,Large (1000+),Female,16.0,37.0,0.0,404900,1939300,60,6798100,1.837473308646647,0.07058823529411765
2002,Large (1000+),Female,16.0,52.0,0.0,203800,0,30,2445600,0.5802685901390405,0.039473684210526314
2002,Large (1000+),Male,9.0,17.0,0.0,93700,0,90,1124400,1.0,1.0
2002,Large (1000+),Male,9.0,18.5,0.0,208900,38600,80,2545400,1.0907143163217208,0.5333333333333333
2002,Large (1000+),Male,9.0,22.0,0.0,193300,26700,170,2346300,1.1426971217065212,0.25
2002,Large (1000+),Male,9.0,27.0,0.0,232900,135200,330,2930000,1.1941150099849207,0.5238095238095238
2002,Large (1000+),Male,9.0,32.0,0.0,232400,23600,130,2812400,1.057332982442949,0.3939393939393939
2002,Large (1000+),Male,9.0,37.0,0.0,198600,10000,120,2393200,0.9674576545256094,0.75
2002,Large (1000+),Male,9.0,42.0,0.0,224000,0,30,2688000,0.7112992855252712,0.0967741935483871
2002,Large (1000+),Male,9.0,47.0,0.0,221200,70100,140,2724500,0.9462697971658794,0.56
2002,Large (1000+),Male,9.0,52.0,0.0,249200,15800,80,3006200,0.956992328017063,0.16326530612244897
2002,Large (1000+),Male,9.0,57.0,0.0,262100,26100,90,3171300,1.121432865377135,0.20930232558139536
2002,Large (1000+),Male,9.0,62.0,0.0,185500,240900,340,2466900,1.1444676409185803,0.5964912280701754
2002,Large (1000+),Male,12.0,18.5,0.0,170100,19700,8780,2060900,1.0134244689221086,0.606353591160221
2002,Large (1000+),Male,12.0,22.0,0.0,190800,170200,1910,2459800,1.036971459887863,0.22792362768496421
2002,Large (1000+),Male,12.0,27.0,0.0,213000,111600,1930,2667600,1.072272690730766,0.23651960784313725
2002,Large (1000+),Male,12.0,32.0,0.0,221700,125400,1090,2785800,0.9928011404133998,0.19499105545617174
2002,Large (1000+),Male,12.0,37.0,0.0,248000,109300,450,3085300,1.0986361855927074,0.13119533527696792
2002,Large (1000+),Male,12.0,42.0,0.0,217000,179600,440,2783600,1.0085507246376813,0.10068649885583524
2002,Large (1000+),Male,12.0,47.0,0.0,279500,385000,500,3739000,0.9163991078650033,0.1893939393939394
2002,Large (1000+),Male,12.0,52.0,0.0,267100,131700,900,3336900,0.6777908677283068,0.1388888888888889
2002,Large (1000+),Male,12.0,57.0,0.0,349600,397300,300,4592500,0.9395650483847869,0.0872093023255814
2002,Large (1000+),Male,12.0,62.0,0.0,193400,992400,390,3313200,0.990049305244285,0.10597826086956522
2002,Large (1000+),Male,12.0,65.0,0.0,468800,0,50,5625600,1.9312049433573635,0.16666666666666666
2002,Large (1000+),Male,14.0,22.0,0.0,188800,29300,1340,2294900,1.029195443537537,0.20426829268292682
2002,Large (1000+),Male,14.0,27.0,0.0,229900,85300,430,2844100,1.0103374777975134,0.19111111111111112
2002,Large (1000+),Male,14.0,32.0,0.0,256100,155800,100,3229000,0.9402754724673131,0.09090909090909091
2002,Large (1000+),Male,14.0,37.0,0.0,301900,311300,190,3934100,1.1013101170147248,0.31666666666666665
2002,Large (1000+),Male,14.0,42.0,0.0,234100,66500,10,2875700,0.8841506533435819,0.021739130434782608
2002,Large (1000+),Male,14.0,52.0,0.0,296300,0,20,3555600,0.932591932014898,0.013333333333333334
2002,Large (1000+),Male,14.0,57.0,0.0,488100,1054500,30,6911700,1.7930578255117129,0.08571428571428572
2002,Large (1000+),Male,14.0,62.0,0.0,242800,0,60,2913600,0.9208596713021492,0.42857142857142855
2002,Large (1000+),Male,16.0,22.0,0.0,219100,28400,10120,2657600,1.017886552529779,0.21273912129493378
2002,Large (1000+),Male,16.0,27.0,0.0,247200,98900,6270,3065300,0.9909161440486196,0.283710407239819
2002,Large (1000+),Male,16.0,32.0,0.0,321500,157000,1690,4015000,0.8886872219393966,0.22563417890520696
2002,Large (1000+),Male,16.0,37.0,0.0,392700,421500,590,5133900,0.944791034063932,0.11847389558232932
2002,Large (1000+),Male,16.0,42.0,0.0,462600,93200,210,5644400,1.000372188646474,0.07608695652173914
2002,Large (1000+),Male,16.0,47.0,0.0,554100,940300,220,7589500,1.4362356414283821,0.13496932515337423
2002,Large (1000+),Male,16.0,52.0,0.0,579500,1100600,160,8054600,1.4465616637632226,0.060836501901140684
2002,Large (1000+),Male,16.0,57.0,0.0,394900,50300,150,4789100,0.8634298489164534,0.07075471698113207
2002,Large (1000+),Male,16.0,62.0,0.0,280700,1221200,150,4589600,0.9386452879581152,0.22058823529411764
2002,Large (1000+),Male,16.0,65.0,0.0,828500,686400,10,10628400,1.7364396810874396,0.06666666666666667
2002,Medium (100-999),Female,9.0,17.0,0.0,131200,36200,10,1610600,1.00543105062738,0.03125
2002,Medium (100-999),Female,9.0,18.5,0.0,116100,0,80,1393200,0.685933730490867,0.12307692307692308
2002,Medium (100-999),Female,9.0,22.0,0.0,129700,3800,500,1560200,0.9084133915574963,0.4032258064516129
2002,Medium (100-999),Female,9.0,27.0,0.0,132200,14700,290,1601100,0.8648050124230312,0.4461538461538462
2002,Medium (100-999),Female,9.0,32.0,0.0,141100,2900,350,1696100,0.9175051390241263,0.5223880597014925
2002,Medium (100-999),Female,9.0,37.0,0.0,136800,1600,120,1643200,0.9750771421789699,0.25
2002,Medium (100-999),Female,9.0,42.0,0.0,119300,2400,130,1434000,0.9498575876001855,0.6190476190476191
2002,Medium (100-999),Female,9.0,47.0,0.0,127500,8800,450,1538800,0.9151352958667857,0.5421686746987951
2002,Medium (100-999),Female,9.0,52.0,0.0,134600,15000,840,1630200,0.925041139420076,0.44680851063829785
2002,Medium (100-999),Female,9.0,57.0,0.0,131100,28600,590,1601800,0.9492710679151357,0.48760330578512395
2002,Medium (100-999),Female,9.0,62.0,0.0,142100,121200,130,1826400,0.9986876640419947,0.22807017543859648
2002,Medium (100-999),Female,9.0,65.0,0.0,134800,84000,50,1701600,0.9019399978797837,0.10638297872340426
2002,Medium (100-999),Female,12.0,18.5,0.0,154600,7500,8210,1862700,0.9815049004110022,0.3172333848531685
2002,Medium (100-999),Female,12.0,22.0,0.0,157100,21100,4500,1906300,0.930083918813427,0.22994379151762903
2002,Medium (100-999),Female,12.0,27.0,0.0,155500,12200,3400,1878200,0.8827787178040986,0.2664576802507837
2002,Medium (100-999),Female,12.0,32.0,0.0,154500,21700,1410,1875700,0.828745636901869,0.148109243697479
2002,Medium (100-999),Female,12.0,37.0,0.0,149400,29500,1690,1822300,0.8657418404674806,0.23636363636363636
2002,Medium (100-999),Female,12.0,42.0,0.0,149000,25600,1420,1813600,0.8442023925894894,0.1832258064516129
2002,Medium (100-999),Female,12.0,47.0,0.0,150200,30400,1440,1832800,0.899798713731651,0.2065997130559541
2002,Medium (100-999),Female,12.0,52.0,0.0,138700,18200,1100,1682600,0.7713395067387916,0.1676829268292683
2002,Medium (100-999),Female,12.0,57.0,0.0,128900,3300,250,1550100,0.7251929824561404,0.11261261261261261
2002,Medium (100-999),Female,12.0,62.0,0.0,135800,0,240,1629600,0.892882581776341,0.1643835616438356
2002,Medium (100-999),Female,14.0,22.0,0.0,173500,24100,3110,2106100,0.9260024621878298,0.0740652536318171
2002,Medium (100-999),Female,14.0,27.0,0.0,201800,52000,1040,2473600,0.9297849947376334,0.056338028169014086
2002,Medium (100-999),Female,14.0,32.0,0.0,209500,78700,730,2592700,0.9055252863928471,0.08518086347724621
2002,Medium (100-999),Female,14.0,37.0,0.0,176000,10000,410,2122000,0.7327095058872276,0.07142857142857142
2002,Medium (100-999),Female,14.0,42.0,0.0,201700,104400,30,2524800,0.9597445546812635,0.0072992700729927005
2002,Medium (100-999),Female,14.0,47.0,0.0,205700,0,50,2468400,0.8551829268292683,0.02242152466367713
2002,Medium (100-999),Female,14.0,52.0,0.0,221800,18000,130,2679600,0.9322617680826636,0.06565656565656566
2002,Medium (100-999),Female,14.0,57.0,0.0,144100,0,60,1729200,0.6360392834810755,0.13333333333333333
2002,Medium (100-999),Female,16.0,22.0,0.0,198200,42100,4090,2420500,0.9690139717362585,0.1267431050511311
2002,Medium (100-999),Female,16.0,27.0,0.0,200800,34700,1500,2444300,0.8627651688962621,0.09696186166774402
2002,Medium (100-999),Female,16.0,32.0,0.0,255300,101600,280,3165200,0.8088727607267895,0.06496519721577726
2002,Medium (100-999),Female,16.0,37.0,0.0,248700,161300,360,3145700,0.8562756893595013,0.1956521739130435
2002,Medium (100-999),Female,16.0,42.0,0.0,214700,0,40,2576400,0.5856519367157665,0.031496062992125984
2002,Medium (100-999),Female,16.0,47.0,0.0,190200,0,10,2282400,0.3637638658676527,0.01
2002,Medium (100-999),Female,16.0,52.0,0.0,721600,205400,30,8864600,1.9371093920720248,0.16666666666666666
2002,Medium (100-999),Male,9.0,17.0,0.0,165700,1400,50,1989800,1.2822528676375822,0.12195121951219512
2002,Medium (100-999),Male,9.0,18.5,0.0,166700,0,200,2000400,1.0325711041139731,0.6896551724137931
2002,Medium (100-999),Male,9.0,22.0,0.0,169700,18300,160,2054700,0.85455830976543,0.09815950920245399
2002,Medium (100-999),Male,9.0,27.0,0.0,178900,26900,190,2173700,0.8972591430694296,0.15079365079365079
2002,Medium (100-999),Male,9.0,32.0,0.0,219500,42200,200,2676200,0.9338404633959104,0.2127659574468085
2002,Medium (100-999),Male,9.0,37.0,0.0,209500,0,30,2514000,1.0598650927487352,0.1111111111111111
2002,Medium (100-999),Male,9.0,42.0,0.0,216100,125400,200,2718600,0.9708245545120165,0.24691358024691357
2002,Medium (100-999),Male,9.0,47.0,0.0,227100,202900,130,2928100,1.2310700021021652,0.13978494623655913
2002,Medium (100-999),Male,9.0,52.0,0.0,210500,15500,760,2541500,1.07168458781362,0.2814814814814815
2002,Medium (100-999),Male,9.0,57.0,0.0,214300,151700,460,2723300,1.1238908835788866,0.1625441696113074
2002,Medium (100-999),Male,9.0,62.0,0.0,198900,280700,670,2667500,1.0470228048828354,0.2375886524822695
2002,Medium (100-999),Male,9.0,65.0,0.0,132500,0,10,1590000,0.6875378362016777,0.03333333333333333
2002,Medium (100-999),Male,12.0,18.5,0.0,167900,13800,14320,2028600,1.0162308385933274,0.543247344461305
2002,Medium (100-999),Male,12.0,22.0,0.0,176900,75100,5210,2197900,0.9760635935695888,0.232174688057041
2002,Medium (100-999),Male,12.0,27.0,0.0,198300,80300,4560,2459900,0.9524897390226903,0.2502744237102086
2002,Medium (100-999),Male,12.0,32.0,0.0,219100,80200,2760,2709400,0.9750251907298114,0.21378776142525174
2002,Medium (100-999),Male,12.0,37.0,0.0,239800,105700,2160,2983300,1.0145553477299778,0.21135029354207435
2002,Medium (100-999),Male,12.0,42.0,0.0,239300,72000,1200,2943600,0.8900580551523948,0.1749271137026239
2002,Medium (100-999),Male,12.0,47.0,0.0,262300,216600,1500,3364200,1.1148594909862142,0.199203187250996
2002,Medium (100-999),Male,12.0,52.0,0.0,302300,263300,1690,3890900,1.2134792914171657,0.1403654485049834
2002,Medium (100-999),Male,12.0,57.0,0.0,292800,67700,1220,3581300,0.967657389894623,0.12564366632337795
2002,Medium (100-999),Male,12.0,62.0,0.0,228600,225300,680,2968500,1.032270403727788,0.12252252252252252
2002,Medium (100-999),Male,12.0,65.0,0.0,168300,56800,170,2076400,0.7997843001309606,0.10897435897435898
2002,Medium (100-999),Male,14.0,22.0,0.0,179300,18800,3530,2170400,0.9774375140734068,0.18481675392670158
2002,Medium (100-999),Male,14.0,27.0,0.0,211300,91600,1200,2627200,0.9633323555294808,0.158311345646438
2002,Medium (100-999),Male,14.0,32.0,0.0,236700,210800,1030,3051200,0.9666402661175353,0.19731800766283525
2002,Medium (100-999),Male,14.0,37.0,0.0,284900,51600,540,3470400,0.8178733031674208,0.18305084745762712
2002,Medium (100-999),Male,14.0,42.0,0.0,231100,73500,100,2846700,0.952455835117773,0.08064516129032258
2002,Medium (100-999),Male,14.0,47.0,0.0,227000,0,140,2724000,0.8153979704852277,0.14432989690721648
2002,Medium (100-999),Male,14.0,52.0,0.0,328900,79400,70,4026200,1.088897903989182,0.09859154929577464
2002,Medium (100-999),Male,14.0,57.0,0.0,347700,0,110,4172400,1.0828683397783603,0.15942028985507245
2002,Medium (100-999),Male,14.0,62.0,0.0,214000,95200,80,2663200,0.6183996656294989,0.09090909090909091
2002,Medium (100-999),Male,16.0,22.0,0.0,211100,19500,10260,2552700,1.011571230433921,0.2068548387096774
2002,Medium (100-999),Male,16.0,27.0,0.0,236700,103600,6010,2944000,0.9602713810424686,0.2329457364341085
2002,Medium (100-999),Male,16.0,32.0,0.0,289700,108000,2490,3584400,0.8366360899096702,0.1860986547085202
2002,Medium (100-999),Male,16.0,37.0,0.0,337800,146800,1320,4200400,0.7703622191655204,0.1456953642384106
2002,Medium (100-999),Male,16.0,42.0,0.0,381200,164600,1100,4739000,0.7763125563109182,0.18518518518518517
2002,Medium (100-999),Male,16.0,47.0,0.0,404700,69500,640,4925900,0.9507073514368981,0.11895910780669144
2002,Medium (100-999),Male,16.0,52.0,0.0,522100,258000,830,6523200,1.0210368144252442,0.10921052631578948
2002,Medium (100-999),Male,16.0,57.0,0.0,404400,176300,690,5029100,0.8537935249477955,0.16083916083916083
2002,Medium (100-999),Male,16.0,62.0,0.0,356500,631900,190,4909900,1.0467307651310038,0.07480314960629922
2002,Medium (100-999),Male,16.0,65.0,0.0,240000,770000,10,3650000,0.6551903642140409,0.012195121951219513
2002,Small (10-99),Female,9.0,17.0,0.0,125300,5600,90,1509200,1.0376074252320384,0.225
2002,Small (10-99),Female,9.0,18.5,0.0,132100,87100,90,1672300,1.0091726510168366,0.12162162162162163
2002,Small (10-99),Female,9.0,22.0,0.0,141200,100,380,1694500,0.8858278007214178,0.40425531914893614
2002,Small (10-99),Female,9.0,27.0,0.0,130400,8600,450,1573400,0.9306754998225482,0.6923076923076923
2002,Small (10-99),Female,9.0,32.0,0.0,116700,1200,200,1401600,0.8132288946910357,0.2777777777777778
2002,Small (10-99),Female,9.0,37.0,0.0,124700,3600,160,1500000,0.7357629862167068,0.3333333333333333
2002,Small (10-99),Female,9.0,42.0,0.0,107200,0,220,1286400,0.7776568734131302,0.4583333333333333
2002,Small (10-99),Female,9.0,47.0,0.0,122200,3300,650,1469700,0.8522470281240939,0.5652173913043478
2002,Small (10-99),Female,9.0,52.0,0.0,132400,7100,920,1595900,0.9759662426614482,0.5542168674698795
2002,Small (10-99),Female,9.0,57.0,0.0,124300,1700,900,1493300,0.9070092322643343,0.4368932038834951
2002,Small (10-99),Female,9.0,62.0,0.0,115400,6000,530,1390800,0.8667580705471769,0.363013698630137
2002,Small (10-99),Female,9.0,65.0,0.0,107400,4500,100,1293300,0.7963179607167047,0.21739130434782608
2002,Small (10-99),Female,12.0,18.5,0.0,154500,10200,5430,1864200,0.9927574821599744,0.25613207547169814
2002,Small (10-99),Female,12.0,22.0,0.0,148800,19800,4830,1805400,0.907099432246395,0.2039695945945946
2002,Small (10-99),Female,12.0,27.0,0.0,148600,12600,4330,1795800,0.8829342642214465,0.2777421423989737
2002,Small (10-99),Female,12.0,32.0,0.0,150200,11800,3990,1814200,0.8911922188927641,0.3236009732360097
2002,Small (10-99),Female,12.0,37.0,0.0,151200,25900,3900,1840300,0.8959154861009688,0.327455919395466
2002,Small (10-99),Female,12.0,42.0,0.0,147500,22200,3100,1792200,0.8576350672345313,0.3081510934393638
2002,Small (10-99),Female,12.0,47.0,0.0,141700,15300,2560,1715700,0.8409469659837271,0.3069544364508393
2002,Small (10-99),Female,12.0,52.0,0.0,146000,17900,2560,1769900,0.9322623123518567,0.29595375722543354
2002,Small (10-99),Female,12.0,57.0,0.0,143800,22200,1470,1747800,0.9325081363709118,0.29108910891089107
2002,Small (10-99),Female,12.0,62.0,0.0,109900,20600,260,1339400,0.7246267041765851,0.13903743315508021
2002,Small (10-99),Female,12.0,65.0,0.0,153800,0,20,1845600,0.9561208102367508,0.058823529411764705
2002,Small (10-99),Female,14.0,22.0,0.0,177500,8300,3830,2138300,1.0109687485225285,0.09567824131901075
2002,Small (10-99),Female,14.0,27.0,0.0,184700,35500,2560,2251900,0.9290399768967367,0.13815434430652995
2002,Small (10-99),Female,14.0,32.0,0.0,178000,21500,840,2157500,0.8864374049878795,0.10120481927710843
2002,Small (10-99),Female,14.0,37.0,0.0,170600,30700,700,2077900,0.8045767830868117,0.14989293361884368
2002,Small (10-99),Female,14.0,42.0,0.0,155600,24300,280,1891500,0.8145293256394798,0.07179487179487179
2002,Small (10-99),Female,14.0,47.0,0.0,188200,1200,370,2259600,0.9275481302081195,0.14741035856573706
2002,Small (10-99),Female,14.0,52.0,0.0,154700,600,190,1857000,0.7280068997961424,0.09644670050761421
2002,Small (10-99),Female,14.0,57.0,0.0,294000,153000,10,3681000,1.2833385629118292,0.022222222222222223
2002,Small (10-99),Female,14.0,65.0,0.0,107700,0,80,1292400,0.775377969762419,0.47058823529411764
2002,Small (10-99),Female,16.0,22.0,0.0,189000,4400,1620,2272400,0.994659896699641,0.10581319399085565
2002,Small (10-99),Female,16.0,27.0,0.0,189500,104000,1220,2378000,0.9232800124242895,0.1178743961352657
2002,Small (10-99),Female,16.0,32.0,0.0,221500,60700,410,2718700,0.8584735861568095,0.1174785100286533
2002,Small (10-99),Female,16.0,37.0,0.0,252900,6600,140,3041400,0.802078113874311,0.08045977011494253
2002,Small (10-99),Female,16.0,42.0,0.0,227300,0,90,2727600,0.9844088349935037,0.08823529411764706
2002,Small (10-99),Female,16.0,47.0,0.0,245800,0,20,2949600,0.996116308128736,0.03773584905660377
2002,Small (10-99),Female,16.0,52.0,0.0,148600,0,20,1783200,0.4975862934955493,0.047619047619047616
2002,Small (10-99),Male,9.0,17.0,0.0,148900,6000,1140,1792800,1.052112676056338,0.41007194244604317
2002,Small (10-99),Male,9.0,18.5,0.0,143100,7100,400,1724300,0.841943359375,0.16806722689075632
2002,Small (10-99),Male,9.0,22.0,0.0,163800,12800,520,1978400,0.8048165324220975,0.1262135922330097
2002,Small (10-99),Male,9.0,27.0,0.0,201700,32400,840,2452800,0.8882450930687332,0.18025751072961374
2002,Small (10-99),Male,9.0,32.0,0.0,209700,11600,1010,2528000,0.9898198903680501,0.3033033033033033
2002,Small (10-99),Male,9.0,37.0,0.0,213600,24700,640,2587900,0.8506672802577082,0.1620253164556962
2002,Small (10-99),Male,9.0,42.0,0.0,197000,6500,400,2370500,0.7631019830028328,0.136986301369863
2002,Small (10-99),Male,9.0,47.0,0.0,242800,59500,750,2973100,1.0907656748725099,0.22255192878338279
2002,Small (10-99),Male,9.0,52.0,0.0,236200,47900,1700,2882300,1.0576471451636578,0.2045728038507822
2002,Small (10-99),Male,9.0,57.0,0.0,217600,109100,1010,2720300,0.9629721406067472,0.1920152091254753
2002,Small (10-99),Male,9.0,62.0,0.0,185500,111300,850,2337300,0.9530275229357799,0.12354651162790697
2002,Small (10-99),Male,9.0,65.0,0.0,162200,22300,230,1968700,0.8836175942549371,0.11442786069651742
2002,Small (10-99),Male,12.0,18.5,0.0,163400,6300,11360,1967100,0.9914818548387097,0.3919944789510007
2002,Small (10-99),Male,12.0,22.0,0.0,176200,28000,9440,2142400,0.9371828521434821,0.251063829787234
2002,Small (10-99),Male,12.0,27.0,0.0,202700,32000,9320,2464400,0.9661661504684989,0.24353279331068722
2002,Small (10-99),Male,12.0,32.0,0.0,228200,42300,6910,2780700,0.9615810222007054,0.2329737019554956
2002,Small (10-99),Male,12.0,37.0,0.0,245200,33800,6190,2976200,0.9888693225238396,0.28394495412844034
2002,Small (10-99),Male,12.0,42.0,0.0,240600,32000,5010,2919200,0.9329796414075234,0.2802013422818792
2002,Small (10-99),Male,12.0,47.0,0.0,252300,25200,2880,3052800,0.9590650623605919,0.20027816411682892
2002,Small (10-99),Male,12.0,52.0,0.0,246800,44500,4100,3006100,0.9983063230605739,0.22078621432417878
